date,site_code,line_code,product_code,units_ok,units_rework,scrap_units,takt_time_s,oee
2025-06-18,SC01,L3,FRDG-A,256,3,10,55.13,0.717
2025-06-19,SC01,L3,FRDG-A,225,1,6,48.86,0.754
2025-06-20,SC01,L3,FRDG-A,225,4,4,58.97,0.806
2025-06-21,SC01,L3,FRDG-A,165,0,5,21.6,0.656
2025-06-22,SC01,L3,FRDG-A,216,0,3,48.25,0.769
2025-06-23,SC01,L3,FRDG-A,232,1,7,25.45,0.823
2025-06-24,SC01,L3,FRDG-A,255,1,11,50.81,0.725
2025-06-25,SC01,L3,FRDG-A,217,1,4,32.13,0.83
2025-06-26,SC01,L3,FRDG-A,250,1,3,37.94,0.767
2025-06-27,SC01,L3,FRDG-A,254,1,10,54.26,0.737
2025-06-28,SC01,L3,FRDG-A,180,2,4,40.78,0.798
2025-06-29,SC01,L3,FRDG-A,183,1,5,47.13,0.761
2025-06-30,SC01,L3,FRDG-A,230,0,9,45.81,0.707
2025-04-01,SC01,L3,FRDG-B,241,1,3,56.61,0.833
2025-04-02,SC01,L3,FRDG-B,209,4,11,25.06,0.731
2025-04-03,SC01,L3,FRDG-B,210,0,5,44.67,0.8
2025-04-04,SC01,L3,FRDG-B,209,0,2,22.44,0.832
2025-04-05,SC01,L3,FRDG-B,162,1,5,24.47,0.611
2025-04-06,SC01,L3,FRDG-B,158,1,7,27.61,0.662
2025-04-07,SC01,L3,FRDG-B,203,0,2,41.84,0.847
2025-04-08,SC01,L3,FRDG-B,212,2,6,23.14,0.803
2025-04-09,SC01,L3,FRDG-B,225,1,5,33.8,0.832
2025-04-10,SC01,L3,FRDG-B,215,2,7,34.87,0.727
2025-04-11,SC01,L3,FRDG-B,224,1,4,52.73,0.801
2025-04-12,SC01,L3,FRDG-B,141,0,5,41.56,0.707
2025-04-13,SC01,L3,FRDG-B,148,1,4,37.5,0.763
2025-04-14,SC01,L3,FRDG-B,218,1,7,59.18,0.793
2025-04-15,SC01,L3,FRDG-B,217,0,8,27.09,0.753
2025-04-16,SC01,L3,FRDG-B,189,0,3,44.69,0.787
2025-04-17,SC01,L3,FRDG-B,246,1,5,25.17,0.826
2025-04-18,SC01,L3,FRDG-B,189,1,3,53.3,0.846
2025-04-19,SC01,L3,FRDG-B,192,1,3,22.84,0.667
2025-04-20,SC01,L3,FRDG-B,148,0,4,37.81,0.735
2025-04-21,SC01,L3,FRDG-B,228,0,2,37.9,0.877
2025-04-22,SC01,L3,FRDG-B,217,1,3,49.91,0.797
2025-04-23,SC01,L3,FRDG-B,217,1,2,53.23,0.814
2025-04-24,SC01,L3,FRDG-B,238,1,7,33.5,0.782
2025-04-25,SC01,L3,FRDG-B,227,0,2,34.25,0.878
2025-04-26,SC01,L3,FRDG-B,172,1,5,34.0,0.649
2025-04-27,SC01,L3,FRDG-B,96,0,2,29.81,0.673
2025-04-28,SC01,L3,FRDG-B,222,2,4,23.41,0.77
2025-04-29,SC01,L3,FRDG-B,185,0,3,48.33,0.907
2025-04-30,SC01,L3,FRDG-B,213,0,3,55.97,0.724
2025-05-01,SC01,L3,FRDG-B,214,2,7,24.22,0.752
2025-05-02,SC01,L3,FRDG-B,204,1,5,20.25,0.818
2025-05-03,SC01,L3,FRDG-B,145,0,3,34.63,0.737
2025-05-04,SC01,L3,FRDG-B,142,1,7,39.03,0.649
2025-05-05,SC01,L3,FRDG-B,230,0,3,41.18,0.81
2025-05-06,SC01,L3,FRDG-B,199,1,1,26.0,0.761
2025-05-07,SC01,L3,FRDG-B,210,2,4,26.32,0.861
2025-05-08,SC01,L3,FRDG-B,191,1,6,27.97,0.832
2025-05-09,SC01,L3,FRDG-B,205,1,2,46.17,0.816
2025-05-10,SC01,L3,FRDG-B,128,2,1,35.86,0.65
2025-05-11,SC01,L3,FRDG-B,166,0,6,45.67,0.71
2025-05-12,SC01,L3,FRDG-B,251,0,4,30.29,0.785
2025-05-13,SC01,L3,FRDG-B,186,1,3,38.11,0.828
2025-05-14,SC01,L3,FRDG-B,216,1,4,57.94,0.829
2025-05-15,SC01,L3,FRDG-B,193,0,3,58.9,0.706
2025-05-16,SC01,L3,FRDG-B,194,2,2,31.25,0.764
2025-05-17,SC01,L3,FRDG-B,127,1,2,53.56,0.727
2025-05-18,SC01,L3,FRDG-B,143,3,6,21.43,0.753
2025-05-19,SC01,L3,FRDG-B,224,0,4,41.52,0.883
2025-05-20,SC01,L3,FRDG-B,180,1,8,56.27,0.776
2025-05-21,SC01,L3,FRDG-B,227,0,6,28.3,0.799
2025-05-22,SC01,L3,FRDG-B,237,2,3,47.12,0.915
2025-05-23,SC01,L3,FRDG-B,234,0,3,44.08,0.845
2025-05-24,SC01,L3,FRDG-B,115,1,4,35.54,0.586
2025-05-25,SC01,L3,FRDG-B,125,2,3,37.93,0.633
2025-05-26,SC01,L3,FRDG-B,229,0,7,51.37,0.838
2025-05-27,SC01,L3,FRDG-B,189,0,5,41.18,0.909
2025-05-28,SC01,L3,FRDG-B,234,2,3,49.81,0.852
2025-05-29,SC01,L3,FRDG-B,206,1,2,24.58,0.883
2025-05-30,SC01,L3,FRDG-B,230,2,2,49.06,0.699
2025-05-31,SC01,L3,FRDG-B,155,0,4,59.1,0.759
2025-06-01,SC01,L3,FRDG-B,175,0,4,47.64,0.782
2025-06-02,SC01,L3,FRDG-B,180,0,2,26.74,0.888
2025-06-03,SC01,L3,FRDG-B,191,1,5,45.18,0.753
2025-06-04,SC01,L3,FRDG-B,181,1,6,22.42,0.872
2025-06-05,SC01,L3,FRDG-B,242,0,10,59.35,0.808
2025-06-06,SC01,L3,FRDG-B,200,0,6,49.36,0.72
2025-06-07,SC01,L3,FRDG-B,165,1,4,50.19,0.709
2025-06-08,SC01,L3,FRDG-B,190,1,6,20.17,0.605
2025-06-09,SC01,L3,FRDG-B,226,3,4,26.07,0.828
2025-06-10,SC01,L3,FRDG-B,216,2,5,27.35,0.922
2025-06-11,SC01,L3,FRDG-B,222,1,4,57.38,0.904
2025-06-12,SC01,L3,FRDG-B,200,0,9,52.55,0.795
2025-06-13,SC01,L3,FRDG-B,202,2,8,20.2,0.72
2025-06-14,SC01,L3,FRDG-B,153,0,3,39.54,0.789
2025-06-15,SC01,L3,FRDG-B,146,0,2,21.93,0.686
2025-06-16,SC01,L3,FRDG-B,198,0,2,29.96,0.766
2025-06-17,SC01,L3,FRDG-B,205,0,4,51.87,1.0
2025-06-18,SC01,L3,FRDG-B,225,1,7,47.36,0.744
2025-06-19,SC01,L3,FRDG-B,221,0,6,56.8,0.87
2025-06-20,SC01,L3,FRDG-B,245,1,3,44.56,0.821
2025-06-21,SC01,L3,FRDG-B,130,0,6,54.73,0.755
2025-06-22,SC01,L3,FRDG-B,147,2,1,24.99,0.783
2025-06-23,SC01,L3,FRDG-B,275,0,5,35.19,0.872
2025-06-24,SC01,L3,FRDG-B,207,1,5,20.67,0.924
2025-06-25,SC01,L3,FRDG-B,239,1,5,32.17,0.729
2025-06-26,SC01,L3,FRDG-B,206,1,2,58.17,0.769
2025-06-27,SC01,L3,FRDG-B,219,2,3,55.1,0.92
2025-06-28,SC01,L3,FRDG-B,150,0,4,39.43,0.671
2025-06-29,SC01,L3,FRDG-B,148,0,6,25.73,0.645
2025-06-30,SC01,L3,FRDG-B,250,2,5,51.12,0.782
2025-04-01,SC01,L3,WASH-A,290,1,4,59.6,0.82
2025-04-02,SC01,L3,WASH-A,294,1,8,54.05,0.744
2025-04-03,SC01,L3,WASH-A,229,2,6,58.1,0.875
2025-04-04,SC01,L3,WASH-A,273,0,9,39.92,0.756
2025-04-05,SC01,L3,WASH-A,247,1,9,41.5,0.745
2025-04-06,SC01,L3,WASH-A,189,0,4,35.43,0.714
2025-04-07,SC01,L3,WASH-A,346,2,3,49.14,0.902
2025-04-08,SC01,L3,WASH-A,291,2,8,27.15,0.781
2025-04-09,SC01,L3,WASH-A,316,1,6,54.12,0.679
2025-04-10,SC01,L3,WASH-A,302,1,4,45.31,0.763
2025-04-11,SC01,L3,WASH-A,301,1,6,21.86,0.748
2025-04-12,SC01,L3,WASH-A,200,1,8,52.63,0.689
2025-04-13,SC01,L3,WASH-A,209,3,7,39.9,0.759
2025-04-14,SC01,L3,WASH-A,297,0,2,51.39,0.796
2025-04-15,SC01,L3,WASH-A,298,1,5,38.84,0.856
2025-04-16,SC01,L3,WASH-A,303,3,7,56.66,0.767
2025-04-17,SC01,L3,WASH-A,291,1,9,51.59,0.792
2025-04-18,SC01,L3,WASH-A,300,2,2,50.39,0.7
2025-04-19,SC01,L3,WASH-A,170,1,5,38.59,0.756
2025-04-20,SC01,L3,WASH-A,229,2,6,32.79,0.789
2025-04-21,SC01,L3,WASH-A,269,0,5,20.37,0.822
2025-04-22,SC01,L3,WASH-A,271,1,4,53.19,0.775
2025-04-23,SC01,L3,WASH-A,277,0,4,49.48,0.797
2025-04-24,SC01,L3,WASH-A,261,2,8,55.15,0.832
2025-04-25,SC01,L3,WASH-A,317,2,9,59.25,0.823
2025-04-26,SC01,L3,WASH-A,131,0,9,32.78,0.68
2025-04-27,SC01,L3,WASH-A,260,1,8,32.69,0.702
2025-04-28,SC01,L3,WASH-A,280,3,2,31.21,0.724
2025-04-29,SC01,L3,WASH-A,279,1,4,50.8,0.804
2025-04-30,SC01,L3,WASH-A,304,2,9,25.72,0.82
2025-05-01,SC01,L3,WASH-A,297,3,5,58.65,0.936
2025-05-02,SC01,L3,WASH-A,308,4,9,51.77,0.804
2025-05-03,SC01,L3,WASH-A,192,0,2,56.53,0.743
2025-05-04,SC01,L3,WASH-A,166,1,10,38.16,0.649
2025-05-05,SC01,L3,WASH-A,273,1,8,31.0,0.713
2025-05-06,SC01,L3,WASH-A,280,0,7,25.8,0.872
2025-05-07,SC01,L3,WASH-A,337,2,2,44.65,0.79
2025-05-08,SC01,L3,WASH-A,282,1,4,28.4,0.786
2025-05-09,SC01,L3,WASH-A,297,1,3,47.0,0.869
2025-05-10,SC01,L3,WASH-A,209,2,4,34.57,0.803
2025-05-11,SC01,L3,WASH-A,177,1,6,49.74,0.645
2025-05-12,SC01,L3,WASH-A,315,0,6,43.65,0.874
2025-05-13,SC01,L3,WASH-A,278,1,3,51.77,0.735
2025-05-14,SC01,L3,WASH-A,322,1,5,28.4,0.687
2025-05-15,SC01,L3,WASH-A,265,0,5,24.09,0.878
2025-05-16,SC01,L3,WASH-A,298,0,2,43.68,0.848
2025-05-17,SC01,L3,WASH-A,225,1,3,41.39,0.612
2025-05-18,SC01,L3,WASH-A,231,2,7,58.12,0.662
2025-05-19,SC01,L3,WASH-A,371,1,5,33.97,0.942
2025-05-20,SC01,L3,WASH-A,278,0,7,49.87,0.752
2025-05-21,SC01,L3,WASH-A,293,3,1,57.7,0.727
2025-05-22,SC01,L3,WASH-A,266,1,6,31.88,0.783
2025-05-23,SC01,L3,WASH-A,306,1,6,32.0,0.641
2025-05-24,SC01,L3,WASH-A,186,0,8,34.27,0.673
2025-05-25,SC01,L3,WASH-A,276,4,6,28.56,0.708
2025-05-26,SC01,L3,WASH-A,288,0,8,21.8,0.836
2025-05-27,SC01,L3,WASH-A,276,1,6,53.94,0.953
2025-05-28,SC01,L3,WASH-A,314,1,10,57.43,0.949
2025-05-29,SC01,L3,WASH-A,283,0,3,38.98,0.865
2025-05-30,SC01,L3,WASH-A,286,0,6,58.59,0.848
2025-05-31,SC01,L3,WASH-A,168,0,2,33.1,0.827
2025-06-01,SC01,L3,WASH-A,194,1,5,20.33,0.749
2025-06-02,SC01,L3,WASH-A,315,0,6,21.33,0.835
2025-06-03,SC01,L3,WASH-A,382,1,6,34.53,0.728
2025-06-04,SC01,L3,WASH-A,244,1,11,25.86,0.877
2025-06-05,SC01,L3,WASH-A,266,1,4,50.87,0.862
2025-06-06,SC01,L3,WASH-A,267,1,6,32.35,0.779
2025-06-07,SC01,L3,WASH-A,168,1,7,25.46,0.633
2025-06-08,SC01,L3,WASH-A,181,1,4,34.06,0.824
2025-06-09,SC01,L3,WASH-A,199,0,2,47.93,0.748
2025-06-10,SC01,L3,WASH-A,337,1,8,22.47,0.852
2025-06-11,SC01,L3,WASH-A,253,0,8,59.19,0.878
2025-06-12,SC01,L3,WASH-A,279,2,3,33.62,0.879
2025-06-13,SC01,L3,WASH-A,286,2,5,23.13,0.871
2025-06-14,SC01,L3,WASH-A,179,0,3,44.5,0.733
2025-06-15,SC01,L3,WASH-A,137,1,3,55.82,0.824
2025-06-16,SC01,L3,WASH-A,316,2,11,46.99,0.85
2025-06-17,SC01,L3,WASH-A,286,1,5,28.47,0.896
2025-06-18,SC01,L3,WASH-A,227,2,7,57.79,0.719
2025-06-19,SC01,L3,WASH-A,289,0,4,50.28,0.86
2025-06-20,SC01,L3,WASH-A,319,1,4,36.1,0.906
2025-06-21,SC01,L3,WASH-A,193,1,5,26.37,0.851
2025-06-22,SC01,L3,WASH-A,201,0,3,58.0,0.689
2025-06-23,SC01,L3,WASH-A,265,2,7,57.59,0.803
2025-06-24,SC01,L3,WASH-A,267,2,4,58.92,0.778
2025-06-25,SC01,L3,WASH-A,291,1,5,35.72,0.817
2025-06-26,SC01,L3,WASH-A,304,1,2,50.79,0.681
2025-06-27,SC01,L3,WASH-A,229,3,6,27.11,0.768
2025-06-28,SC01,L3,WASH-A,191,1,9,44.64,0.749
2025-06-29,SC01,L3,WASH-A,176,0,6,43.47,0.754
2025-06-30,SC01,L3,WASH-A,303,0,4,25.79,0.741
2025-04-01,SC01,L3,WASH-B,174,3,7,34.07,0.695
2025-04-02,SC01,L3,WASH-B,165,1,3,56.78,0.896
2025-04-03,SC01,L3,WASH-B,141,2,5,33.75,0.806
2025-04-04,SC01,L3,WASH-B,179,0,4,40.98,0.845
2025-04-05,SC01,L3,WASH-B,133,1,3,23.19,0.787
2025-04-06,SC01,L3,WASH-B,123,1,2,41.86,0.737
2025-04-07,SC01,L3,WASH-B,189,1,5,45.06,0.869
2025-04-08,SC01,L3,WASH-B,147,0,3,23.96,0.766
2025-04-09,SC01,L3,WASH-B,178,0,6,39.42,0.838
2025-04-10,SC01,L3,WASH-B,189,0,6,28.54,0.851
2025-04-11,SC01,L3,WASH-B,175,0,3,42.89,0.821
2025-04-12,SC01,L3,WASH-B,119,2,5,27.75,0.576
2025-04-13,SC01,L3,WASH-B,158,0,1,30.76,0.758
2025-04-14,SC01,L3,WASH-B,216,2,5,31.44,0.885
2025-04-15,SC01,L3,WASH-B,167,1,1,57.65,0.806
2025-04-16,SC01,L3,WASH-B,166,0,2,55.12,0.916
2025-04-17,SC01,L3,WASH-B,170,0,1,39.03,0.636
2025-04-18,SC01,L3,WASH-B,169,0,4,47.98,0.914
2025-04-19,SC01,L3,WASH-B,136,0,4,28.05,0.729
2025-04-20,SC01,L3,WASH-B,132,0,3,44.33,0.655
2025-04-21,SC01,L3,WASH-B,205,0,3,42.34,0.721
2025-04-22,SC01,L3,WASH-B,181,2,5,59.86,0.731
2025-04-23,SC01,L3,WASH-B,198,2,6,30.22,0.888
2025-04-24,SC01,L3,WASH-B,199,0,4,21.55,0.838
2025-04-25,SC01,L3,WASH-B,222,1,2,41.04,0.857
2025-04-26,SC01,L3,WASH-B,137,2,4,46.58,0.709
2025-04-27,SC01,L3,WASH-B,99,0,5,25.21,0.799
2025-04-28,SC01,L3,WASH-B,229,0,1,24.15,0.813
2025-04-29,SC01,L3,WASH-B,209,2,4,45.93,0.83
2025-04-30,SC01,L3,WASH-B,200,1,4,51.12,0.823
2025-05-01,SC01,L3,WASH-B,195,2,2,46.39,0.811
2025-05-02,SC01,L3,WASH-B,171,2,3,20.69,0.85
2025-05-03,SC01,L3,WASH-B,137,0,2,20.9,0.746
2025-05-04,SC01,L3,WASH-B,138,0,4,57.58,0.866
2025-05-05,SC01,L3,WASH-B,182,1,1,35.04,0.887
2025-05-06,SC01,L3,WASH-B,210,0,2,32.51,0.793
2025-05-07,SC01,L3,WASH-B,154,0,4,30.49,1.0
2025-05-08,SC01,L3,WASH-B,189,2,4,31.63,0.747
2025-05-09,SC01,L3,WASH-B,202,1,4,47.86,0.872
2025-05-10,SC01,L3,WASH-B,145,1,0,39.95,0.738
2025-05-11,SC01,L3,WASH-B,161,0,2,46.91,0.632
2025-05-12,SC01,L3,WASH-B,199,2,9,43.85,0.824
2025-05-13,SC01,L3,WASH-B,195,0,1,24.96,0.776
2025-05-14,SC01,L3,WASH-B,177,1,1,35.27,0.889
2025-05-15,SC01,L3,WASH-B,190,1,4,44.55,0.787
2025-05-16,SC01,L3,WASH-B,179,2,4,27.56,0.839
2025-05-17,SC01,L3,WASH-B,140,0,6,41.59,0.777
2025-05-18,SC01,L3,WASH-B,111,1,2,52.53,0.766
2025-05-19,SC01,L3,WASH-B,213,0,2,58.43,0.775
2025-05-20,SC01,L3,WASH-B,194,1,4,50.05,0.805
2025-05-21,SC01,L3,WASH-B,231,2,5,47.22,0.811
2025-05-22,SC01,L3,WASH-B,193,2,3,36.51,0.858
2025-05-23,SC01,L3,WASH-B,169,1,0,42.58,0.748
2025-05-24,SC01,L3,WASH-B,120,1,2,24.91,0.67
2025-05-25,SC01,L3,WASH-B,152,1,4,36.86,0.795
2025-05-26,SC01,L3,WASH-B,193,2,3,57.97,0.759
2025-05-27,SC01,L3,WASH-B,196,2,1,38.76,0.715
2025-05-28,SC01,L3,WASH-B,185,0,6,57.94,0.803
2025-05-29,SC01,L3,WASH-B,167,1,0,34.9,1.0
2025-05-30,SC01,L3,WASH-B,201,1,3,32.09,0.76
2025-05-31,SC01,L3,WASH-B,141,0,3,30.16,0.754
2025-06-01,SC01,L3,WASH-B,100,0,3,28.57,0.657
2025-06-02,SC01,L3,WASH-B,158,1,7,50.31,0.817
2025-06-03,SC01,L3,WASH-B,225,1,3,49.33,0.84
2025-06-04,SC01,L3,WASH-B,191,2,0,20.99,0.801
2025-06-05,SC01,L3,WASH-B,193,0,5,55.7,0.83
2025-06-06,SC01,L3,WASH-B,193,2,6,59.18,0.846
2025-06-07,SC01,L3,WASH-B,142,1,1,45.58,0.756
2025-06-08,SC01,L3,WASH-B,135,1,2,39.85,0.721
2025-06-09,SC01,L3,WASH-B,214,3,7,22.82,0.795
2025-06-10,SC01,L3,WASH-B,188,1,4,27.77,0.965
2025-06-11,SC01,L3,WASH-B,170,0,3,51.52,0.762
2025-06-12,SC01,L3,WASH-B,155,0,3,42.92,0.787
2025-06-13,SC01,L3,WASH-B,173,1,9,54.97,0.816
2025-06-14,SC01,L3,WASH-B,150,1,1,40.12,0.621
2025-06-15,SC01,L3,WASH-B,133,2,3,38.09,0.74
2025-06-16,SC01,L3,WASH-B,158,0,3,56.56,0.861
2025-06-17,SC01,L3,WASH-B,178,1,2,35.51,0.827
2025-06-18,SC01,L3,WASH-B,177,0,4,25.74,0.706
2025-06-19,SC01,L3,WASH-B,185,0,0,31.85,0.881
2025-06-20,SC01,L3,WASH-B,162,0,1,59.66,0.856
2025-06-21,SC01,L3,WASH-B,102,0,3,30.5,0.669
2025-06-22,SC01,L3,WASH-B,133,0,0,41.06,0.703
2025-06-23,SC01,L3,WASH-B,184,0,4,25.08,0.758
2025-06-24,SC01,L3,WASH-B,196,1,5,32.33,0.781
2025-06-25,SC01,L3,WASH-B,189,1,6,48.54,0.705
2025-06-26,SC01,L3,WASH-B,207,0,4,37.17,0.857
2025-06-27,SC01,L3,WASH-B,206,1,3,23.54,0.873
2025-06-28,SC01,L3,WASH-B,126,0,5,57.93,0.704
2025-06-29,SC01,L3,WASH-B,126,0,1,56.54,0.712
2025-06-30,SC01,L3,WASH-B,197,2,4,31.18,0.844
2025-04-01,SC02,L1,FRDG-A,247,1,3,44.1,0.813
2025-04-02,SC02,L1,FRDG-A,252,1,6,33.27,0.847
2025-04-03,SC02,L1,FRDG-A,266,1,5,21.24,0.693
2025-04-04,SC02,L1,FRDG-A,296,1,3,33.27,0.862
2025-04-05,SC02,L1,FRDG-A,212,4,6,21.73,0.693
2025-04-06,SC02,L1,FRDG-A,161,0,3,40.86,0.775
2025-04-07,SC02,L1,FRDG-A,255,1,4,54.65,0.841
2025-04-08,SC02,L1,FRDG-A,242,2,2,23.15,0.892
2025-04-09,SC02,L1,FRDG-A,250,0,8,20.58,0.857
2025-04-10,SC02,L1,FRDG-A,257,0,3,41.16,0.795
2025-04-11,SC02,L1,FRDG-A,255,1,5,30.89,0.85
2025-04-12,SC02,L1,FRDG-A,141,0,3,20.06,0.758
2025-04-13,SC02,L1,FRDG-A,154,1,5,55.99,0.649
2025-04-14,SC02,L1,FRDG-A,243,1,6,55.07,0.821
2025-04-15,SC02,L1,FRDG-A,270,2,8,57.81,0.799
2025-04-16,SC02,L1,FRDG-A,257,0,9,25.36,0.839
2025-04-17,SC02,L1,FRDG-A,246,0,3,56.73,0.849
2025-04-18,SC02,L1,FRDG-A,233,1,3,34.9,0.733
2025-04-19,SC02,L1,FRDG-A,165,0,1,20.62,0.771
2025-04-20,SC02,L1,FRDG-A,182,0,4,42.82,0.754
2025-04-21,SC02,L1,FRDG-A,256,1,5,42.79,0.944
2025-04-22,SC02,L1,FRDG-A,267,2,2,33.55,0.775
2025-04-23,SC02,L1,FRDG-A,257,0,6,53.15,0.838
2025-04-24,SC02,L1,FRDG-A,282,1,5,58.33,0.895
2025-04-25,SC02,L1,FRDG-A,273,0,6,50.98,0.73
2025-04-26,SC02,L1,FRDG-A,209,0,4,53.66,0.777
2025-04-27,SC02,L1,FRDG-A,215,2,4,22.35,0.689
2025-04-28,SC02,L1,FRDG-A,290,1,9,59.37,0.96
2025-04-29,SC02,L1,FRDG-A,272,3,5,42.6,0.831
2025-04-30,SC02,L1,FRDG-A,284,0,3,30.14,0.852
2025-05-01,SC02,L1,FRDG-A,255,1,5,22.68,0.646
2025-05-02,SC02,L1,FRDG-A,234,1,2,42.58,0.742
2025-05-03,SC02,L1,FRDG-A,164,0,2,31.82,0.733
2025-05-04,SC02,L1,FRDG-A,169,0,6,42.53,0.67
2025-05-05,SC02,L1,FRDG-A,266,1,2,44.34,0.794
2025-05-06,SC02,L1,FRDG-A,241,2,4,47.15,0.716
2025-05-07,SC02,L1,FRDG-A,216,2,5,33.07,0.924
2025-05-08,SC02,L1,FRDG-A,259,2,5,52.84,0.831
2025-05-09,SC02,L1,FRDG-A,256,3,7,36.39,0.882
2025-05-10,SC02,L1,FRDG-A,164,0,8,38.66,0.563
2025-05-11,SC02,L1,FRDG-A,168,1,5,46.91,0.773
2025-05-12,SC02,L1,FRDG-A,247,2,3,27.93,0.846
2025-05-13,SC02,L1,FRDG-A,231,1,5,41.97,0.896
2025-05-14,SC02,L1,FRDG-A,273,0,5,26.56,0.73
2025-05-15,SC02,L1,FRDG-A,271,2,5,50.89,0.827
2025-05-16,SC02,L1,FRDG-A,235,4,5,49.11,0.786
2025-05-17,SC02,L1,FRDG-A,191,1,2,57.91,0.729
2025-05-18,SC02,L1,FRDG-A,156,0,6,53.4,0.744
2025-05-19,SC02,L1,FRDG-A,286,2,4,21.91,0.796
2025-05-20,SC02,L1,FRDG-A,246,0,6,42.12,0.738
2025-05-21,SC02,L1,FRDG-A,241,0,5,49.63,0.933
2025-05-22,SC02,L1,FRDG-A,225,0,8,57.79,0.822
2025-05-23,SC02,L1,FRDG-A,245,2,6,39.62,0.783
2025-05-24,SC02,L1,FRDG-A,153,1,5,31.11,0.855
2025-05-25,SC02,L1,FRDG-A,190,3,7,51.71,0.734
2025-05-26,SC02,L1,FRDG-A,281,5,7,42.24,0.872
2025-05-27,SC02,L1,FRDG-A,258,2,5,30.65,0.889
2025-05-28,SC02,L1,FRDG-A,263,2,7,28.55,0.907
2025-05-29,SC02,L1,FRDG-A,246,1,5,54.66,0.716
2025-05-30,SC02,L1,FRDG-A,236,1,6,31.41,0.92
2025-05-31,SC02,L1,FRDG-A,199,0,7,45.73,0.58
2025-06-01,SC02,L1,FRDG-A,165,0,4,47.73,0.667
2025-06-02,SC02,L1,FRDG-A,259,2,6,38.59,0.884
2025-06-03,SC02,L1,FRDG-A,250,3,7,36.72,0.847
2025-06-04,SC02,L1,FRDG-A,267,1,6,36.54,0.874
2025-06-05,SC02,L1,FRDG-A,286,2,4,57.46,0.835
2025-06-06,SC02,L1,FRDG-A,258,1,7,24.46,0.762
2025-06-07,SC02,L1,FRDG-A,216,2,2,43.93,0.731
2025-06-08,SC02,L1,FRDG-A,185,0,5,40.37,0.616
2025-06-09,SC02,L1,FRDG-A,271,0,5,54.07,0.955
2025-06-10,SC02,L1,FRDG-A,288,2,3,30.56,0.886
2025-06-11,SC02,L1,FRDG-A,238,1,8,45.02,0.778
2025-06-12,SC02,L1,FRDG-A,261,2,3,46.49,0.828
2025-06-13,SC02,L1,FRDG-A,282,1,6,51.68,0.784
2025-06-14,SC02,L1,FRDG-A,160,0,7,37.22,0.685
2025-06-15,SC02,L1,FRDG-A,195,1,2,39.04,0.698
2025-06-16,SC02,L1,FRDG-A,215,2,2,32.83,0.767
2025-06-17,SC02,L1,FRDG-A,291,1,4,51.85,0.678
2025-06-18,SC02,L1,FRDG-A,250,0,4,53.37,0.701
2025-06-19,SC02,L1,FRDG-A,260,1,3,57.53,0.694
2025-06-20,SC02,L1,FRDG-A,270,2,7,33.69,0.819
2025-06-21,SC02,L1,FRDG-A,203,3,2,23.8,0.688
2025-06-22,SC02,L1,FRDG-A,185,0,4,23.23,0.741
2025-06-23,SC02,L1,FRDG-A,271,2,5,46.38,0.824
2025-06-24,SC02,L1,FRDG-A,267,0,6,33.47,0.899
2025-06-25,SC02,L1,FRDG-A,239,1,6,58.36,0.782
2025-06-26,SC02,L1,FRDG-A,241,0,4,24.72,0.943
2025-06-27,SC02,L1,FRDG-A,243,3,8,29.51,0.905
2025-06-28,SC02,L1,FRDG-A,180,1,3,58.86,0.744
2025-06-29,SC02,L1,FRDG-A,201,2,4,31.27,0.643
2025-06-30,SC02,L1,FRDG-A,261,1,4,38.78,0.948
2025-04-01,SC02,L1,FRDG-B,220,2,7,27.83,0.769
2025-04-02,SC02,L1,FRDG-B,230,0,2,40.7,0.797
2025-04-03,SC02,L1,FRDG-B,235,1,7,49.23,0.77
2025-04-04,SC02,L1,FRDG-B,197,0,6,26.31,0.764
2025-04-05,SC02,L1,FRDG-B,195,2,5,32.14,0.626
2025-04-06,SC02,L1,FRDG-B,129,0,2,58.52,0.645
2025-04-07,SC02,L1,FRDG-B,235,1,6,53.96,0.804
2025-04-08,SC02,L1,FRDG-B,245,2,5,29.81,0.958
2025-04-09,SC02,L1,FRDG-B,222,2,4,36.16,0.756
2025-04-10,SC02,L1,FRDG-B,212,0,1,28.04,0.823
2025-04-11,SC02,L1,FRDG-B,236,1,6,28.48,0.901
2025-04-12,SC02,L1,FRDG-B,161,0,2,21.13,0.888
2025-04-13,SC02,L1,FRDG-B,141,0,4,28.56,0.678
2025-04-14,SC02,L1,FRDG-B,206,1,8,31.44,0.882
2025-04-15,SC02,L1,FRDG-B,233,1,4,37.81,0.83
2025-04-16,SC02,L1,FRDG-B,205,2,2,26.37,0.812
2025-04-17,SC02,L1,FRDG-B,229,1,10,45.64,0.717
2025-04-18,SC02,L1,FRDG-B,231,1,5,50.53,0.787
2025-04-19,SC02,L1,FRDG-B,146,1,0,22.51,0.756
2025-04-20,SC02,L1,FRDG-B,156,0,6,33.05,0.787
2025-04-21,SC02,L1,FRDG-B,207,1,4,23.71,0.872
2025-04-22,SC02,L1,FRDG-B,243,0,7,23.38,0.653
2025-04-23,SC02,L1,FRDG-B,222,1,4,59.08,0.723
2025-04-24,SC02,L1,FRDG-B,185,1,5,38.21,0.817
2025-04-25,SC02,L1,FRDG-B,237,1,5,52.67,0.798
2025-04-26,SC02,L1,FRDG-B,177,0,6,40.07,0.68
2025-04-27,SC02,L1,FRDG-B,169,1,6,52.28,0.713
